Org.ID,Organization.Name,Umbrella,Subgroup,Type,Category,Alternate.Names,Umbrella.Name
ORG00970,"Main Center for the Research and Design of Open Pit Mining ""Poltegor""",MCRDOP,,Research Institute,Organization,NA,"Main Center for the Research and Design of Open Pit Mining ""Poltegor"""
ORG00971,Main Center for Research on Standardization,MCRS,,Research Institute,Organization,NA,Main Center for Research on Standardization
ORG00972,Miners Committee Solidarność Copper Mining and Smelting Plant Lubin,MCSCM,,Opposition Group Leadership Body Regional or Local,Organization,NA,Miners Committee Solidarność Copper Mining and Smelting Plant Lubin
ORG00973,Mining Equipment Assembly Enterprise Katowice,MEAEKat,,Factory,Organization,NA,Mining Equipment Assembly Enterprise Katowice
ORG00974,Medical Academy Białystok Faculty of Medicine,MEDABK,FOM,Postsecondary School,Organization,Wydział Lekarski,Medical Academy Białystok Faculty of Medicine
ORG00975,Medical Academy Gdańsk,MEDAG,,Postsecondary School,Organization,NA,Medical Academy Gdańsk
ORG00976,Medical Academy Gdańsk Department of Biochemistry,MEDAG,DBIO,Postsecondary School,Organization,NA,Medical Academy Gdańsk
ORG00977,Medical Academy Gdańsk Department of Physiological Chemistry,MEDAG,DPC,Postsecondary School,Organization,NA,Medical Academy Gdańsk
ORG00978,Medical Academy Gdańsk General Surgery Clinic,MEDAG,GSC,Postsecondary School,Organization,NA,Medical Academy Gdańsk
ORG00979,Medical Academy Gdańsk Institute of Internal Medicine,MEDAG,IIM,Postsecondary School,Organization,NA,Medical Academy Gdańsk
ORG00980,Medical Academy Gdańsk Mental Health Clinic,MEDAG,MHC,Postsecondary School,Organization,NA,Medical Academy Gdańsk
ORG00981,Medical Academy Kraków,MEDAK,,Postsecondary School,Organization,NA,Medical Academy Kraków
ORG00982,Medical Academy Kraków Department of Medical Pathophysiology,MEDAK,DMP,Postsecondary School,Organization,NA,Medical Academy Kraków
ORG00983,Medical Academy Kraków Faculty of Medicine,MEDAK,FOMED,Postsecondary School,Organization,NA,Medical Academy Kraków
ORG00984,Medical Academy Kraków State Clinical Hospital,MEDAK,SCH,Postsecondary School,Organization,NA,Medical Academy Kraków
ORG00985,Medical Academy Łódź,MEDAL,,Postsecondary School,Organization,NA,Medical Academy Łódź
ORG00986,Medical Academy Łódź Institute of Occupational Medicine,MEDAL,IMP,Research Institute,Organization,Instytut Medycyjny Pracy,Medical Academy Łódź
ORG00987,Medical Academy Łódź Institute of Social Medicine,MEDAL,ISM,Research Institute,Organization,NA,Medical Academy Łódź
ORG00988,Medical Academy Lublin Nephrology Clinic and Dialysis Center,MEDALU,KNiCD,Medical Facility,Organization,NA,Medical Academy Lublin
ORG00989,Medical Academy Lublin Facuty of Nursing,MEDALU,Piel,Postsecondary School,Organization,NA,Medical Academy Lublin
ORG00990,Medical Academy Lublin Facuty of Medicine,MEDALU,WL,Postsecondary School,Organization,NA,Medical Academy Lublin
ORG00991,Medical Academy Poznań,MEDAP,,Postsecondary School,Organization,NA,Medical Academy Poznań
ORG00992,Medical Academy Poznań Internal Disease Clinic 2,MEDAP,2K,Medical Facility,Organization,NA,Medical Academy Poznań
ORG00993,Medical Academy Poznań Institute of Social Medicine Medical Sociology Lab,MEDAP,ISMMSL,Postsecondary School,Organization,NA,Medical Academy Poznań
ORG00994,Medical Academy Poznań Pediatrics Institute,MEDAP,PI,Postsecondary School,Organization,NA,Medical Academy Poznań
ORG00995,Medical Academy Poznań Regional Liaison Committee with Scientists,MEDAP,RLCS,Postsecondary School,Organization,NA,Medical Academy Poznań
ORG00996,Medical Academy Poznań Vice Rector for Teaching and Education,MEDAP,VRTE,Postsecondary School,Organization,NA,Medical Academy Poznań
ORG00997,Medical Academy Poznań Faculty of Medicine,MEDAP,WL,Postsecondary School,Organization,Medical Academy Poznan Medical Faculty ; Medical Academy Poznań Medical Faculty,Medical Academy Poznań
ORG00998,Medical Academy Pomorska,MEDAPom,,Postsecondary School,Organization,NA,Medical Academy Pomorska
ORG00999,Medical Academy Silesia,MEDASi,,Postsecondary School,Organization,NA,Medical Academy Silesia
ORG01000,Medical Academy Silesia Zabrze,MEDASi,Zab,Postsecondary School,Organization,NA,Medical Academy Silesia
ORG01001,Medical Academy Silesia Institute of Pediatrics Zabrze,MEDASI,IPZ,Medical Facility,Organization,NA,Medical Academy Silesia Institute of Pediatrics Zabrze
ORG01002,Medical Academy of Silesia Silesian Pediatrics Center Zabrze,MEDASI,SPCZ,Medical Facility,Organization,NA,Medical Academy Silesia Institute of Pediatrics Zabrze
ORG01003,Medical Academy Warsaw,MEDAW,,Postsecondary School,Organization,Warszawski Uniwersytet Medyczny,Medical Academy Warsaw
ORG01004,Medical Academy Warsaw First Clinic of Internal Medicine,MEDAW,FKC,Medical Facility,Organization,NA,Medical Academy Warsaw
ORG01005,Medical Academy Warsaw Institute of Surgery,MEDAW,IC,Research Institute,Organization,NA,Medical Academy Warsaw
ORG01006,Medical Academy Warsaw General Surgery and Thorasic Disease Clinic,MEDAW,KCiTC,Medical Facility,Organization,NA,Medical Academy Warsaw
ORG01007,Medical Academy Warsaw Student Government,MEDAW,SG,Postsecondary School,Organization,NA,Medical Academy Warsaw
ORG01008,Medical Academy Wrocław,MEDAWR,,Postsecondary School,Organization,NA,Medical Academy Wrocław
ORG01009,Medical Academy Wrocław Faculty of Medicine,MEDAWR,FOMED,Postsecondary School,Organization,NA,Medical Academy Wrocław
ORG01010,Medical Academy Wrocław Internal Medicine Clinic,MEDAWR,IMC,Medical Facility,Organization,NA,Medical Academy Wrocław
ORG01011,Marine Electrical Equipment and Automation Plant Elmore,MEEAP,,Factory,Organization,NA,Marine Electrical Equipment and Automation Plant Elmore
ORG01012,Mechanical Equipment Plant BUMAR Gliwice,MEPB,,Factory,Organization,NA,Mechanical Equipment Plant BUMAR Gliwice
ORG01013,Mass for the Fatherland,MFATH,,Independent Society,Organization,Mass for the Country,Mass for the Fatherland
ORG01014,Ministry of Foreign Trade,MFT,,Government Agency National,Organization,NA,Ministry of Foreign Trade
ORG01015,Ministry of Foreign Trade Scientific Council,MFT,SC,Government Leadership Body National,Organization,NA,Ministry of Foreign Trade
ORG01016,Maria Grzegorzewska Academy of Special Education Warsaw,MGASE,,Postsecondary School,Organization,NA,Maria Grzegorzewska Academy of Special Education Warsaw
ORG01017,Ministry of Land Management and Environmental Protection,MGTiOS,,Government Agency National,Organization,NA,Ministry of Land Management and Environmental Protection
ORG01018,Municipal Hospital in Brzeg,MHB,,Medical Facility,Organization,NA,Municipal Hospital in Brzeg
ORG01019,Mokotowski Hospital Warsaw,MHW,,Medical Facility,Organization,NA,Mokotowski Hospital Warsaw
ORG01020,"""Miesięcznika Małopolskiego""",MIEM,,Periodical,Organization,"""Miesiecznika Malopolskiego""","""Miesięcznika Małopolskiego"""
ORG01021,Ministry of Administration and Spatial Planning,MINAGP,,Government Agency National,Organization,Rady Naukowej Min. Admin i Gosp. Pryestrzenny,Ministry of Administration and Spatial Planning
ORG01022,Ministry of Administration and Spatial Planning Department of Legal and Organizational Issues,MINAGP,DPO,Government Agency National,Organization,NA,Ministry of Administration and Spatial Planning
ORG01023,Ministry of Administration and Spatial Planning Scientific Council,MINAGP,RN,Government Leadership Body National,Organization,NA,Ministry of Administration and Spatial Planning
ORG01024,Ministry of Culture and Art,MINCUL,,Government Agency National,Organization,Ministerstwo Kultury i Sztuki,Ministry of Culture and Art
ORG01025,Ministry of Culture and Art Institute of Culture,MINCUL,IOC,Government Agency National,Organization,NA,Ministry of Culture and Art
ORG01026,Ministry of Culture and Art Printing Council,MINCUL,RW,Government Agency National,Organization,NA,Ministry of Culture and Art
ORG01027,Ministry of Science Higher Education and Technology,MINED,,Government Agency National,Organization,Ministry of National Education,Ministry of Science Higher Education and Technology
ORG01028,Ministry of Science Higher Education and Technology Department of Planning and Finance,MINED,DPiF,Government Agency National,Organization,Departamentu Planowania i Finansowania,Ministry of Science Higher Education and Technology
ORG01029,Ministry of Science Higher Education and Technology Department of Technical Studies,MINED,DTS,Government Agency National,Organization,"Ministerstwie Nauki, Szkolnictwa Wyższego i Techniki Departamentu studiów technicznych",Ministry of Science Higher Education and Technology
ORG01030,Ministry of Education and Higher Education Highest Committee on Discipline,MINED,HCD,Government Leadership Body National,Organization,NA,Ministry of Science Higher Education and Technology
ORG01031,Ministry of Science Technology and Higher Education Intercollegiate Department of Higher Education Research,MINED,IDHER,Government Agency National,Organization,NA,Ministry of Science Higher Education and Technology
ORG01032,Ministry of Science and Higher Education College,MINED,Kol,Postsecondary School,Organization,Kolegium,Ministry of Science Higher Education and Technology
ORG01033,Ministry of Education Negotiations on Changes in the Curriculum and the Teachers Charter,MINED,NCCTC,Government Leadership Body National,Organization,NA,Ministry of Science Higher Education and Technology
ORG01034,Ministry of Education Negotiations on Teaching History,MINED,NTH,Government Leadership Body National,Organization,NA,Ministry of Science Higher Education and Technology
ORG01035,Ministry of Education Program Committee (Biology),MINED,PCB,Government Leadership Body National,Organization,NA,Ministry of Science Higher Education and Technology
ORG01036,Ministry of Education Program Committee (Physics),MINED,PCP,Government Leadership Body National,Organization,Zespoł Programowej Fizyka przy Ministerstwo Oświaty i Wychowania,Ministry of Science Higher Education and Technology
ORG01037,Main Council of Science Higher Education and Technology,MINED,RG,Government Leadership Body National,Organization,Rada Głowna Nauki Wysze Skole i Technologia and includes Rada Glowna Szkola Wzsziego and Rady Głowny Nauki i Szkolny Wyszego ; Main Council of Higher Education,Ministry of Science Higher Education and Technology
ORG01038,Ministry of Science and Higher Education Research and Teaching Team,MINED,RTT,Government Leadership Body National,Organization,Zespol Naukowo-Dydaktyczny przy Ministrze Nauki i Szkolnictwa Wyzszego,Ministry of Science Higher Education and Technology
ORG01039,Ministry of Energy and Atomic Energy TEchnical-Economic Council,MINEN,RTE,Government Leadership Body National,Organization,NA,Ministry of Energy and Atomic Energy TEchnical-Economic Council
ORG01040,Ministry of Environmental Protection and Natural Resources,MINENV,,Government Agency National,Organization,NA,Ministry of Environmental Protection and Natural Resources
ORG01041,Ministry of Environmental Protection and Natural Resources Ecology Council,MINENV,EC,Government Leadership Body National,Organization,NA,Ministry of Environmental Protection and Natural Resources
ORG01042,Ministry of Finance,MINF,,Government Agency National,Organization,Ministerstwo Finansów,Ministry of Finance
ORG01043,Ministry of Finance Department of National Budget,MINF,DNB,Government Agency National,Organization,NA,Ministry of Finance
ORG01044,Ministry of Finance Institute of Finance,MINF,IF,Government Agency National,Organization,NA,Ministry of Finance
ORG01045,Ministry of Finance Scientific Council,MINF,RN,Government Leadership Body National,Organization,Rada Naukowa przy Ministrze Finansów,Ministry of Finance
ORG01046,Ministry of Public Utilities,MinGK,,Government Agency National,Organization,NA,Ministry of Public Utilities
ORG01047,Ministry of Health and Social Welfare,MINHSW,,Government Agency National,Organization,NA,Ministry of Health and Social Welfare
ORG01048,Ministry of Health and Social Welfare Department of Education and Science,MINHSW,DSiN,Government Agency National,Organization,NA,Ministry of Health and Social Welfare
ORG01049,Ministry of Health and Social Welfare Group of Experts to Reform the Functionality of Health Care and Social Care,MINHSW,GERFHC,Government Leadership Body National,Organization,NA,Ministry of Health and Social Welfare
ORG01050,Ministry of Health Professional Inspection Committee,MINHSW,PIC,Government Leadership Body National,Organization,NA,Ministry of Health and Social Welfare
ORG01051,Ministry of Internal Trade and Services,MinHWiU,,Government Agency National,Organization,Ministerstwo Handlu Wewnętrynego i Usług,Ministry of Internal Trade and Services
ORG01052,Ministry of Industry and Trade,MINIT,,Government Agency National,Organization,NA,Ministry of Industry and Trade
ORG01053,Ministry of Justice,MINJUS,,Government Agency National,Organization,Ministerstwo Sprawiedliwości,Ministry of Justice
ORG01054,Ministry of Justice Commission for the Reform of Civil Law,MINJUS,CRCL,Government Leadership Body National,Organization,NA,Ministry of Justice
ORG01055,Ministry of Justice Department of Civil Affairs,MINJUS,DCA,Government Agency National,Organization,NA,Ministry of Justice
ORG01056,Ministry of Justice Department of Criminal Law,MINJUS,DCrimL,Government Agency National,Organization,NA,Ministry of Justice
ORG01057,Ministry of Justice Department of Law,MINJUS,DL,Government Agency National,Organization,NA,Ministry of Justice
ORG01058,Ministry of Justice Department of Foreign Cooperation,MINJUS,DWZ,Government Agency National,Organization,NA,Ministry of Justice
ORG01059,Ministry of Justice Institute of Judicial Law Research,MINJUS,IJLR,Research Institute,Organization,Instytut Badania Prawa Sądowego Min. Sprawiedliwości,Ministry of Justice
ORG01060,Ministry of Justice Legislative Department,MINJUS,LD,Government Agency National,Organization,NA,Ministry of Justice
ORG01061,Ministry of Justice Press Office,MINJUS,PO,Government Agency National,Organization,NA,Ministry of Justice
ORG01062,Ministry of Justice Undersecretary of State,MINJUS,USS,Government Agency National,Organization,NA,Ministry of Justice
ORG01063,Ministry of Labor and Social Welfare,MINLAB,,Government Agency National,Organization,Ministerstwo Pracy i Spraw Socjalnych also all the other incarnations including MPPiSS ; Ministerstwo Pracy i Spraw Socjalnych,Ministry of Labor and Social Welfare
ORG01064,Ministry of Labor and Social Welfare Center for Elecritization,MINLAB,CElek,Government Agency National,Organization,NA,Ministry of Labor and Social Welfare
ORG01065,Ministry of Labor Center for Staff Training and Improvement,MINLAB,CSTI,Government Agency National,Organization,NA,Ministry of Labor and Social Welfare
ORG01066,Ministry of Labor and Social Welfare Department of International Cooperation,MINLAB,DIC,Government Agency National,Organization,NA,Ministry of Labor and Social Welfare
ORG01067,Ministry of Labor and Social Welfare Department of Cooperation with Unions and Independent Workers Groups,MINLAB,DKZ,Government Agency National,Organization,NA,Ministry of Labor and Social Welfare
ORG01068,Ministry of Labor and Social Welfare Department for the Organization of Work,MINLAB,DOP,Government Agency National,Organization,NA,Ministry of Labor and Social Welfare
ORG01069,Ministry of Labor and Social Welfare Department of Labor Law,MINLAB,DPP,Government Agency National,Organization,NA,Ministry of Labor and Social Welfare
ORG01070,Ministry of Labor and Social Welfare Department of Social Security,MINLAB,DSS,Government Agency National,Organization,NA,Ministry of Labor and Social Welfare
ORG01071,Ministry of Labor and Social Welfare Center for Work Organization and Standardization,MINLAB,OOiNP,Government Agency National,Organization,NA,Ministry of Labor and Social Welfare
ORG01072,Ministry of Labor and Social Welfare Department of Staff Training,MINLAB,WDK,Government Agency National,Organization,NA,Ministry of Labor and Social Welfare
ORG01073,Ministry of Labor and Social Welfare Department of Economics,MINLAB,WEk,Government Agency National,Organization,NA,Ministry of Labor and Social Welfare
ORG01074,Ministry of Labor and Social Welfare Department of Employment,MINLAB,WZ,Government Agency National,Organization,NA,Ministry of Labor and Social Welfare
ORG01075,Ministry of Mining,MinMin,,Government Agency National,Organization,Includes Ministerstwo Gornictwa and Ministerstwo Gornictwa i Energytiki,Ministry of Mining
ORG01076,Ministry of Mining Department of Industrial Machines,MinMin,DIPM,Government Agency National,Organization,NA,Ministry of Mining
